logid,date,staffnumber,projectid,hours
3642252,2020-07-28,3631,21537,7.5
3642253,2020-07-29,3631,21537,7.5
3642254,2020-07-30,3631,21537,7.5
3642255,2020-07-31,3631,21537,7.5
3642256,2020-07-28,5722,18201,3.75
3642257,2020-07-30,5722,18201,3.75
3642258,2020-07-29,3636,15452,2.5
3642259,2020-07-28,3636,19348,2
3642278,2020-07-29,5727,18201,7.5
3642282,2020-07-29,3636,15357,1
3642283,2020-07-29,3636,25733,0.25
3642286,2020-07-29,3636,26912,1.5
3642287,2020-07-29,3636,15357,0.25
3642297,2020-07-29,3636,19348,1
3642365,2020-07-30,5727,18201,7.5
3642848,2020-07-21,3535,25767,7.5
3642849,2020-07-22,3535,25767,7.5
3642850,2020-07-23,3535,25767,7.5
3652660,2020-09-14,5722,18201,7.5
3652661,2020-09-15,5722,18201,7.5
3652663,2020-09-16,5722,18201,7.5
3652664,2020-09-17,5722,18201,7.5
3652666,2020-09-18,5722,18201,7.5
3652668,2020-09-15,3631,25782,7.5
3652669,2020-09-16,3631,26818,7.5
3652670,2020-09-17,3631,26821,7.5
3652672,2020-09-18,3631,21537,7.5
3652750,2020-09-15,5727,18201,7.5
3652909,2020-09-11,5689,15362,7.5
3652912,2020-09-14,5689,15362,8.5
3652913,2020-09-15,5689,15362,9
3652963,2020-09-11,3636,15357,1
3652964,2020-09-11,3636,19348,2
3652965,2020-09-11,3636,15451,1
3652966,2020-09-11,3636,15452,2
3652977,2020-09-11,3636,15451,1
3652979,2020-09-11,3636,15357,1
3652983,2020-09-10,3636,15451,0.5
3652984,2020-09-10,3636,19348,1
3652985,2020-09-10,3636,15357,0.5
3652986,2020-09-10,3636,26926,0.5
3652987,2020-09-10,3636,26923,0.5
3652988,2020-09-10,3636,26922,0.5
3652989,2020-09-10,3636,26921,0.5
3652994,2020-09-15,3636,19348,1.5
3652995,2020-09-15,3636,15452,1.5
3652996,2020-09-15,3636,26846,0.5
3652997,2020-09-15,3636,26847,0.5
3652998,2020-09-15,3636,26848,0.5
3652999,2020-09-15,3636,26849,0.5
3653000,2020-09-15,3636,15452,2
3653093,2020-09-16,5727,18201,7.5
3653153,2020-09-16,5689,15362,8
3653154,2020-09-17,5689,15362,7.5
3653166,2020-09-17,5727,18201,7.5
3653196,2020-09-18,5689,15362,4
3653207,2020-09-18,5727,18201,7.5
3653364,2020-09-21,5727,18201,7.5
3653376,2020-09-14,3631,21537,2
3659995,2020-10-27,3636,26918,1
3660160,2020-10-28,5727,18201,7.5
3660403,2020-10-29,5727,18201,7.5
3660712,2020-10-26,3631,21537,7.5
3660713,2020-10-27,3631,21537,7.5
3660715,2020-10-28,3631,21537,7.5
3660716,2020-10-29,3631,21537,7.5
3660717,2020-10-30,3631,21537,7.5
3660718,2020-10-26,5722,18201,7.5
3660719,2020-10-27,5722,18201,7.5
3660720,2020-10-28,5722,18201,7.5
3660722,2020-10-29,5722,18201,7.5
3660723,2020-10-30,5722,18201,7.5
3666878,2020-12-01,5727,18201,7.5
3666984,2020-12-10,5689,15362,2
3666985,2020-12-16,5689,15362,2
3666986,2020-12-03,5689,15362,1.5
3667097,2020-12-29,3535,20448,7.5
3667098,2020-12-30,3535,20448,7.5
3667099,2020-12-31,3535,20448,7.5
3667243,2020-12-02,5727,18201,7.5
3667301,2020-11-26,3631,21537,7.5
3667302,2020-11-27,3631,21537,7.5
3667303,2020-11-30,3631,21537,7.5
3667304,2020-12-01,3631,21537,7.5
3667305,2020-12-02,3631,21537,7.5
3667306,2020-12-03,3631,21537,7.5
3667307,2020-12-04,3631,21537,7.5
3667308,2020-11-26,5722,18201,7.5
3667309,2020-11-27,5722,18201,7.5
3667310,2020-11-30,5722,18201,7.5
3648849,2020-08-20,3636,15452,1.5
3648850,2020-08-20,3636,19348,0.5
3648851,2020-08-20,3636,19348,1.5
3648852,2020-08-20,3636,26896,1
3648853,2020-08-21,3636,15451,0.5
3648854,2020-08-24,3636,26889,1
3648855,2020-08-24,3636,15452,1
3648856,2020-08-24,3636,15451,1
3648857,2020-08-24,3636,19348,0.5
3648858,2020-08-27,3636,26855,0.25
3648859,2020-08-31,3636,15451,2
3648860,2020-08-31,3636,19348,1
3648861,2020-08-28,3636,25742,0.25
3648862,2020-08-27,3636,15451,2
3648863,2020-08-27,3636,19348,1.75
3648867,2020-08-25,3636,15451,1
3648868,2020-08-25,3636,19348,2
3648869,2020-08-17,3636,25784,0.5
3648870,2020-08-17,3636,26896,0.5
3648871,2020-08-17,3636,15452,0.5
3648872,2020-08-18,3636,19348,0.5
3648873,2020-08-19,3636,26896,0.5
3648874,2020-08-20,3636,15452,1
3648875,2020-08-21,3636,26896,1
3648876,2020-08-18,3636,19348,3
3648877,2020-08-20,3636,15451,0.25
3648878,2020-08-21,3636,19348,3
3648879,2020-08-21,3636,15451,1
3648880,2020-08-21,3636,15452,2
3648881,2020-08-24,3636,19348,2
3648882,2020-08-26,3636,15357,0.5
3648883,2020-08-24,3636,15451,1.5
3649237,2020-09-02,5689,15362,3.5
3649246,2020-09-01,5727,18201,7.5
3657381,2020-10-14,5689,15362,2
3657423,2020-10-13,5727,18201,7.5
3657494,2020-09-28,3535,20448,7.5
3657496,2020-09-29,3535,25767,7.5
3657497,2020-09-30,3535,20448,7.5
3657498,2020-10-01,3535,20448,7.5
3657499,2020-10-02,3535,20448,7.5
3657501,2020-10-05,3535,20448,7.5
3657502,2020-10-06,3535,25767,7.5
3657503,2020-10-07,3535,20448,7.5
3657504,2020-10-08,3535,20448,7.5
3657505,2020-10-09,3535,20448,7.5
3657573,2020-10-08,3636,19348,1
3657575,2020-10-09,3636,18285,1
3657580,2020-10-09,3636,15451,1
3657582,2020-10-09,3636,15452,1
3657587,2020-10-09,3636,15452,0.5
3657590,2020-10-09,3636,26855,0.5
3657594,2020-10-09,3636,19348,1
3657596,2020-10-09,3636,15452,0.5
3657597,2020-10-08,3636,15452,1.5
3657598,2020-10-08,3636,19348,1
3657600,2020-10-08,3636,19348,2
3657601,2020-10-08,3636,15452,2
3657602,2020-10-09,3636,19348,1
3657603,2020-10-09,3636,15452,1
3657661,2020-10-02,5689,15362,7.5
3657662,2020-10-05,5689,15362,7.5
3657663,2020-10-06,5689,21537,7.5
3657664,2020-10-07,5689,15362,7.5
3657666,2020-10-08,5689,15362,7.5
3657667,2020-10-09,5689,21537,8.5
3657725,2020-10-14,5727,18201,7.5
3657728,2020-10-05,3631,21537,7.5
3657766,2020-10-08,3631,21537,7.5
3657767,2020-10-09,3631,21537,7.5
3657787,2020-10-13,3631,21537,7.5
3657788,2020-10-14,3631,21537,7.5
3657789,2020-10-15,3631,21537,7.5
3657790,2020-10-16,3631,21537,7.5
3657791,2020-10-13,5722,18201,7.5
3657792,2020-10-14,5722,18201,7.5
3657793,2020-10-15,5722,18201,7.5
3657794,2020-10-16,5722,18201,7.5
3665117,2020-11-24,5727,18201,7.5
3665258,2020-11-19,3535,20448,7.5
3665259,2020-11-23,3535,20448,7.5
3665260,2020-11-09,3535,20448,7.5
3665261,2020-11-10,3535,20448,7.5
3665262,2020-11-12,3535,20448,7.5
3665264,2020-11-13,3535,20448,7.5
3665265,2020-11-16,3535,20448,7.5
3665266,2020-11-17,3535,20448,7.5
3665267,2020-11-18,3535,20448,7.5
3665268,2020-11-20,3535,20448,7.5
3665501,2020-11-25,5727,18201,7.5
3665508,2020-11-23,5722,18201,7.5
3665509,2020-11-24,5722,18201,7.5
3665510,2020-11-25,5722,18201,7.5
3665511,2020-11-23,3631,21537,7.5
3665512,2020-11-24,3631,21537,7.5
3665513,2020-11-25,3631,21537,7.5
3665695,2020-11-26,5727,18201,7.5
3665715,2020-11-25,3636,19348,0.5
3665716,2020-11-25,3636,19348,1
3665718,2020-11-23,3636,26978,1
3665720,2020-11-23,3636,15452,1
3665721,2020-11-25,3636,19348,1.5
3665723,2020-11-25,3636,19348,3.5
3665724,2020-11-24,3636,18285,0.75
3665725,2020-11-23,3636,26977,1
3665726,2020-11-26,3636,15452,1.5
3665727,2020-11-26,3636,15452,1.5
3665728,2020-11-25,3636,19348,1
3665729,2020-11-26,3636,15452,0.5
3665730,2020-11-24,3636,26971,0.5
3665731,2020-11-23,3636,26969,0.5
3665732,2020-11-23,3636,26970,0.5
3665733,2020-11-23,3636,26968,0.5
3665734,2020-11-23,3636,26967,0.5
3665735,2020-11-23,3636,26957,0.5
3665736,2020-11-23,3636,26956,0.5
3665737,2020-11-23,3636,26952,0.5
3665738,2020-11-23,3636,26951,0.5
3665739,2020-11-24,3636,25809,2
3665740,2020-11-26,3636,25809,1
3665741,2020-11-24,3636,19348,0.25
3665742,2020-11-24,3636,19348,0.5
3665743,2020-11-24,3636,15452,1
3665744,2020-11-23,3636,19348,0.5
3665745,2020-11-24,3636,15452,2.5
3665746,2021-01-25,3636,19348,7.5
3665747,2021-01-26,3636,19348,7.5
3665748,2021-01-27,3636,19348,7.5
3665749,2021-01-28,3636,19348,7.5
3665750,2021-01-29,3636,19348,7.5
3665751,2021-03-24,3636,19348,7.5
3665752,2021-03-25,3636,19348,7.5
3665784,2020-11-27,5727,18201,7.5
3672564,2020-12-29,3636,15452,1.5
3672565,2020-12-21,3636,15452,2.5
3672566,2020-12-21,3636,15452,0.5
3672567,2020-12-21,3636,26921,3
3672569,2020-12-22,3636,15452,0.5
3672572,2020-12-23,3636,19348,0.5
3672573,2020-12-21,3636,19348,1.5
3672574,2020-12-23,3636,26998,1
3672575,2020-12-23,3636,26999,1
3672576,2020-12-29,3636,26989,1
3672577,2020-12-29,3636,26987,0.5
3672579,2020-12-29,3636,26927,0.25
3649653,2020-09-01,3636,15451,0.25
3649655,2020-08-31,3636,15452,2
3649656,2020-08-31,3636,15451,1
3649806,2020-09-01,3636,15452,0.25
3649807,2020-09-01,3636,15452,0.75
3649808,2020-08-31,3636,15452,0.25
3649809,2020-08-31,3636,19348,1.25
3649816,2020-09-01,3636,15452,0.5
3650124,2020-09-08,5727,18201,7.5
3650125,2020-09-09,5727,18201,7.5
3650182,2020-09-02,5727,18201,7.5
3650183,2020-08-21,3535,20448,6
3650223,2020-09-02,3636,19348,0.5
3650224,2020-09-02,3636,15451,2
3650225,2020-09-02,3636,15452,2
3650227,2020-09-02,3636,26926,1.5
3650231,2020-09-02,3636,15451,0.5
3650232,2020-09-02,3636,15452,1
3650274,2020-09-03,5727,18201,7.5
3650303,2020-09-01,5689,15362,7.5
3650304,2020-09-02,5689,21537,4
3650305,2020-08-31,5722,18201,7.5
3650306,2020-09-01,5722,18201,7.5
3650307,2020-09-02,5722,18201,7.5
3650308,2020-09-04,5722,18201,7.5
3650309,2020-09-03,5722,18201,7.5
3650310,2020-09-01,3631,21537,7.5
3650311,2020-08-31,3631,21537,7.5
3650312,2020-09-02,3631,21537,7.5
3650313,2020-09-03,3631,21537,7.5
3650315,2020-09-04,3631,21537,7.5
3650320,2020-09-03,5689,15362,7.5
3658161,2020-10-15,5727,18201,7.5
3658346,2020-10-16,5727,18201,7.5
3658358,2020-10-15,3636,19348,3.5
3658359,2020-10-15,3636,15452,3
3658360,2020-10-15,3636,15357,1
3658361,2020-10-15,3636,15452,0.5
3658362,2020-10-15,3636,15357,0.5
3658363,2020-10-13,3636,25780,0.5
3658364,2020-10-13,3636,15357,1.5
3658365,2020-10-14,3636,26941,1
3658366,2020-10-13,3636,18285,0.5
3658367,2020-10-14,3636,15452,1
3658368,2020-10-14,3636,19348,3
3658369,2020-10-14,3636,19348,0.5
3658370,2020-10-14,3636,15451,2
3658371,2020-10-16,3636,26896,1
3658372,2020-10-16,3636,19348,1
3658374,2020-10-16,3636,15357,2.5
3658379,2020-10-16,3636,15452,1
3658382,2020-10-16,3636,15452,0.5
3658383,2020-10-13,3636,15452,2
3658384,2020-10-15,3636,19348,0.5
3658385,2020-10-13,3636,15357,1
3658386,2020-10-13,3636,15452,2
3658387,2020-10-16,3636,26836,0.5
3658391,2020-10-16,3636,15452,1.5
3658392,2020-10-16,3636,15451,0.5
3658498,2020-10-19,3636,15452,0.5
3658499,2020-10-19,3636,26832,0.5
3658502,2020-10-19,3636,15452,0.75
3658510,2020-10-19,3636,15451,0.75
3658511,2020-10-19,3636,15452,0.5
3658518,2020-10-19,5727,18201,7.5
3658525,2020-10-19,3636,15357,0.75
3658526,2020-10-19,3636,19348,2
3658527,2020-10-19,3636,19348,0.5
3658544,2020-10-19,3636,26886,1.25
3658560,2020-10-20,5727,18201,7.5
3658613,2020-10-20,3636,26886,0.5
3658614,2020-10-20,3636,15452,2.5
3658615,2020-10-20,3636,15451,2.5
3658677,2020-10-21,5727,18201,7.5
3658685,2020-10-19,3631,21537,7.5
3658686,2020-10-20,3631,21537,7.5
3658687,2020-10-21,3631,21537,7.5
3658688,2020-10-19,5722,18201,7.5
3658689,2020-10-20,5722,18201,7.5
3658690,2020-10-21,5722,18201,7.5
3658743,2020-10-22,5727,18201,7.5
3658756,2020-10-13,5689,15362,8
3658757,2020-10-14,5689,15362,7
3658760,2020-10-15,5689,15362,8.5
3658761,2020-10-16,5689,15362,9
3658762,2020-10-19,5689,15362,5
3658763,2020-10-19,5689,21537,2.5
3658764,2020-10-20,5689,15362,7.5
3658765,2020-10-21,5689,15362,4
3658766,2020-10-21,5689,21537,4
3658767,2020-10-23,5689,15362,7.5
3658768,2020-10-23,5689,21537,1
3658785,2020-10-22,5722,18201,7.5
3658786,2020-10-23,5722,18201,7.5
3658787,2020-10-22,3631,21537,7.5
3658788,2020-10-23,3631,21537,7.5
3658857,2020-10-23,5727,18201,7.5
3665874,2020-11-27,3636,26921,1
3665907,2020-11-27,3636,19348,0.75
3665908,2020-11-27,3636,19348,0.5
3665909,2020-11-27,3636,26968,1
3665910,2020-11-27,3636,18285,0.5
3665911,2020-11-27,3636,19348,1.25
3665912,2020-11-26,3636,26951,1
3665913,2020-11-26,3636,26926,1
3665914,2020-11-26,3636,26918,1
3665915,2020-11-27,3636,26970,1
3665916,2020-11-27,3636,26971,1
3665917,2020-11-27,3636,26951,0.5
3666096,2020-11-30,5727,18201,7.5
3673430,2021-01-07,5727,18201,7.5
3673498,2021-01-04,5689,21537,7.5
3673499,2021-01-05,5689,15362,7.5
3673500,2021-01-06,5689,21537,7.5
3673501,2021-01-07,5689,21537,7.5
3673502,2021-01-08,5689,21537,7.5
3673508,2021-01-08,5727,18201,7.5
3673605,2021-01-06,5727,18201,1
3673606,2021-01-08,3631,21537,2
3673607,2021-01-11,5727,18201,7.5
3673722,2021-01-04,5722,18201,7.5
3673723,2021-01-05,5722,18201,7.5
3673724,2021-01-06,5722,18201,7.5
3673725,2021-01-07,5722,18201,7.5
3673726,2021-01-08,5722,18201,2.5
3673727,2021-01-08,5722,26994,5
3673787,2021-01-06,5727,18201,6.5
3673788,2021-01-12,5727,18201,7.5
3673817,2021-01-22,3631,21537,7.5
3673856,2021-01-13,5727,18201,7.5
3673896,2021-01-11,5689,21537,7.5
3673897,2021-01-12,5689,21537,7.5
3673898,2021-01-13,5689,21537,7.5
3673973,2021-01-14,5727,18201,7.5
3673993,2021-01-11,5722,18201,7.5
3673994,2021-01-12,5722,18201,7.5
3673995,2021-01-13,5722,18201,7.5
3673996,2021-01-14,5722,18201,7.5
3673997,2021-01-15,5722,18201,4.5
3673998,2021-01-04,3631,21537,7.5
3673999,2021-01-05,3631,21537,7.5
3674000,2021-01-06,3631,21537,7.5
3674001,2021-01-07,3631,21537,7.5
3674002,2021-01-11,3631,21537,7.5
3674003,2021-01-12,3631,21537,7.5
3664419,2020-11-20,3636,15452,2
3664420,2020-11-20,3636,18285,1
3664421,2020-11-19,3636,15357,1
3664422,2020-11-19,3636,18285,0.5
3664423,2020-11-19,3636,19348,1
3664424,2020-11-19,3636,18285,1
3664425,2020-11-19,3636,19348,1
3664426,2020-11-19,3636,15452,2
3664581,2020-11-19,5722,18201,7.5
3664582,2020-11-20,5722,18201,7.5
3664583,2020-11-19,3631,21537,7.5
3664584,2020-11-20,3631,21537,7.5
3664602,2020-11-23,5727,18201,7.5
3664603,2020-11-17,5689,21537,6
3664604,2020-11-18,5689,15362,8
3664605,2020-11-19,5689,21537,8
3664606,2020-11-20,5689,15362,7.5
3664666,2020-11-20,3636,18285,2
3664667,2020-11-20,3636,15452,1
3664668,2020-11-20,3636,15452,1.5
3671417,2020-12-07,3535,20448,7.5
3671418,2020-12-08,3535,20448,7.5
3671419,2020-12-09,3535,20448,7.5
3671420,2020-12-10,3535,20448,7.5
3671421,2020-12-11,3535,20448,7.5
3671422,2020-12-14,3535,20448,7.5
3671423,2020-12-15,3535,20448,7.5
3671424,2020-12-16,3535,20448,7.5
3671425,2020-12-17,3535,20448,7.5
3671426,2020-12-18,3535,20448,7.5
3671427,2020-12-21,3535,20448,7.5
3671428,2020-12-22,3535,20448,7.5
3671429,2020-12-23,3535,20448,7.5
3671546,2020-12-21,5722,18201,6.5
3671547,2020-12-22,5722,18201,7.5
3671548,2020-12-23,5722,18201,7.5
3671751,2020-12-22,5727,18201,7.5
3671831,2020-12-16,3636,15357,0.5
3671834,2020-12-17,3636,15452,3
3671839,2020-12-10,3636,15452,3
3671840,2020-12-14,3636,19348,3
3671843,2020-12-11,3636,15452,5
3671845,2020-12-09,3636,19348,2
3671848,2020-12-08,3636,15452,1.5
3671849,2020-12-15,3636,15452,1
3671851,2020-12-15,3636,19348,2.5
3671855,2020-12-11,3636,26896,0.5
3671859,2020-12-18,3636,26995,3
3671864,2020-12-18,3636,25784,0.5
3671866,2020-12-18,3636,19348,0.5
3671867,2020-12-18,3636,15452,1.5
3671869,2020-12-17,3636,26896,1.5
3671871,2020-12-17,3636,19348,0.5
3671872,2020-12-17,3636,19348,0.5
3671873,2020-12-17,3636,25701,0.5
3671874,2020-12-17,3636,15452,1
3671875,2020-12-16,3636,15452,2
3671876,2020-12-08,3636,15357,1
3671878,2020-12-07,3636,15357,0.5
3671879,2020-12-18,3636,19348,1
3671880,2020-12-15,3636,19348,1.5
3671881,2020-12-16,3636,15452,2
3671882,2020-12-15,3636,15357,1
3671887,2020-12-15,3636,15452,0.25
3671888,2020-12-15,3636,15452,1
3671889,2020-12-15,3636,26927,0.25
3671892,2020-12-14,3636,15452,0.25
3671893,2020-12-14,3636,19348,2
3671894,2020-12-14,3636,15452,0.25
3671902,2020-12-09,3636,25780,0.5
3671956,2020-12-09,3636,15357,1
3671959,2020-12-08,3636,25767,0.5
3671961,2020-12-08,3636,19348,1
3671963,2020-12-07,3636,26987,1
3671964,2020-12-07,3636,26978,1
3671967,2020-12-07,3636,26971,0.5
3671969,2020-12-07,3636,26970,0.5
3671970,2020-12-07,3636,19348,1
3671972,2020-12-07,3636,15452,1
3671975,2020-12-08,3636,19348,2
3671976,2020-12-08,3636,15452,1.5
3671979,2020-12-09,3636,19348,2
3671981,2020-12-09,3636,15452,2
3671983,2020-12-10,3636,19348,1.5
3671984,2020-12-10,3636,15452,1
3671985,2020-12-10,3636,19348,2
3672007,2020-12-14,3636,19348,1
3672008,2020-12-14,3636,15452,1
3672010,2020-12-16,3636,19348,1.5
3672011,2020-12-16,3636,15452,1.5
3672013,2020-12-17,3636,19348,0.5
3672014,2020-12-18,3636,19348,1
3672215,2020-12-21,5722,26994,1
3672317,2020-12-23,5727,18201,7.5
3672349,2020-12-23,3636,26987,2
3672351,2020-12-22,3636,15452,1
3672352,2020-12-22,3636,26921,1
3672353,2020-12-23,3636,26967,1
3672354,2020-12-22,3636,15452,3
3672355,2020-12-23,3636,15452,0.5
3672356,2020-12-22,3636,15452,0.5
3672357,2020-12-22,3636,26968,1.5
3672359,2020-12-23,3636,18285,0.5
3678150,2021-01-18,3636,19348,2.5
3678151,2021-01-19,3636,19348,2.5
3678152,2021-01-20,3636,19348,2.5
3678153,2021-01-21,3636,19348,1.5
3678154,2021-01-22,3636,19348,1.5
3678157,2021-01-22,3636,25784,1.5
3678158,2021-01-22,3636,27004,2
3678161,2021-01-22,3636,19348,1
3678162,2021-01-22,3636,19348,1
3678164,2021-01-21,3636,26949,1
3678166,2021-01-21,3636,26921,1
3678169,2021-01-21,3636,15452,1.5
3678170,2021-01-21,3636,19348,1
3678172,2021-01-22,3636,19348,0.5
3678175,2021-01-21,3636,26970,0.75
3678177,2021-01-21,3636,26971,0.75
3678179,2021-01-20,3636,15452,2
3678182,2021-01-18,3636,19348,1.5
3678184,2021-01-18,3636,26967,1
3678185,2021-01-18,3636,25784,0.5
3678186,2021-01-18,3636,27004,1.5
3678187,2021-01-19,3636,15451,2
3678188,2021-01-19,3636,15452,3
3678190,2021-01-18,3636,15452,0.5
3678191,2021-01-20,3636,15451,1
3678192,2021-01-20,3636,15452,2
3678303,2021-02-03,5727,18201,7.5
3678372,2021-02-02,3636,15357,1.5
3678382,2021-02-03,3636,15452,0.5
3678383,2021-02-03,3636,19348,1
3678384,2021-02-02,3636,27010,1.5
3678385,2021-02-03,3636,27016,1.5
3678386,2021-02-03,3636,27017,1.5
3678387,2021-02-02,3636,15452,1
3678388,2021-02-01,3636,15452,1.5
3678389,2021-02-02,3636,27015,1.5
3678390,2021-02-01,3636,15357,0.5
3678391,2021-02-02,3636,15452,1
3678392,2021-02-02,3636,19348,1
3678393,2021-02-01,3636,15452,1.5
3678394,2021-02-01,3636,19348,0.5
3678395,2021-02-03,3636,15357,0.5
3661827,2020-10-27,3636,26928,0.5
3661828,2020-10-27,3636,26930,0.5
3661829,2020-10-27,3636,26942,0.5
3661830,2020-10-27,3636,26937,0.5
3661832,2020-10-26,3636,19348,2
3661833,2020-10-30,3636,19348,3
3661834,2020-10-27,3636,26941,0.5
3661835,2020-10-27,3636,26949,1
3661836,2020-10-27,3636,26950,1
3661837,2020-11-02,3636,26952,0.5
3661838,2020-11-02,3636,15452,2
3661839,2020-10-29,3636,18285,2
3661840,2020-10-27,3636,25767,1
3661841,2020-10-26,3636,15357,2.5
3661842,2020-10-27,3636,26886,0.25
3661843,2020-10-28,3636,15452,0.5
3661844,2020-10-27,3636,19348,0.25
3661845,2020-10-29,3636,26927,1.5
3661847,2020-10-28,3636,15452,2
3661848,2020-10-28,3636,15451,1
3661849,2020-10-28,3636,26896,2
3661850,2020-10-28,3636,19348,2
3661852,2020-10-29,3636,19348,2
3661854,2020-10-29,3636,15452,2
3661855,2020-10-30,3636,15452,4
3661875,2020-11-02,3636,15357,0.5
3661876,2020-11-02,3636,15452,1.5
3661877,2020-11-02,3636,19348,1
3661878,2020-11-03,3636,19348,0.5
3661879,2020-11-05,3636,15452,2.25
3661880,2020-11-03,3636,26948,0.25
3661881,2020-11-03,3636,26952,1
3661882,2020-11-03,3636,19348,0.25
3661884,2020-11-03,5727,18201,7.5
3661885,2020-11-03,3636,19348,0.75
3661894,2020-10-26,5689,15362,7.5
3661895,2020-10-27,5689,15362,7.5
3669000,2020-12-09,5727,18201,7.5
3669362,2020-12-24,3535,20448,7.5
3669381,2020-12-24,5722,18201,7.5
3669386,2020-12-24,5727,18201,7.5
3669388,2020-12-24,3636,19348,7.5
3669397,2020-12-24,3631,21537,7.5
3669418,2020-12-24,5689,15362,7.5
3669429,2020-12-25,3535,20448,7.5
3669448,2020-12-25,5722,18201,7.5
3669453,2020-12-25,5727,18201,7.5
3669455,2020-12-25,3636,19348,7.5
3669464,2020-12-25,3631,21537,7.5
3669485,2020-12-25,5689,15362,7.5
3669496,2020-12-28,3535,20448,7.5
3674447,2021-01-18,5727,18201,7.5
3674468,2021-01-18,3631,21537,7.5
3674469,2021-01-18,5722,18201,7.5
3674491,2021-01-14,5689,21537,7.5
3674492,2021-01-15,5689,15362,7.5
3674885,2021-01-15,3636,15451,0.5
3674888,2021-01-15,3636,19348,1
3674889,2021-01-15,3636,19348,1
3674890,2021-01-15,3636,18285,1
3674891,2021-01-15,3636,19348,0.25
3674892,2021-01-15,3636,15451,0.5
3674893,2021-01-13,3636,15452,3.5
3674894,2021-01-13,3636,15451,0.5
3674895,2021-01-13,3636,19348,2
3674896,2021-01-13,3636,15357,1
3674897,2021-01-12,3636,15452,0.25
3674898,2021-01-12,3636,19348,5
3674899,2021-01-12,3636,19348,0.25
3674900,2021-01-12,3636,26896,2
3674901,2021-01-11,3636,26921,1
3674902,2021-01-11,3636,15451,1
3674903,2021-01-11,3636,15452,0.5
3674904,2021-01-11,3636,27003,1
3674905,2021-01-11,3636,19348,1.5
3674907,2021-01-11,3636,19348,2
3674910,2021-01-11,3636,19348,0.5
3674911,2021-01-08,3636,19348,1
3674913,2021-01-08,3636,15452,1
3674914,2021-01-08,3636,26896,0.5
3674916,2021-01-08,3636,25784,0.5
3674917,2021-01-08,3636,19348,1
3674918,2021-01-07,3636,26886,1
3674919,2021-01-06,3636,15452,1
3674920,2021-01-06,3636,26977,1
3674921,2021-01-06,3636,26956,1
3674922,2021-01-06,3636,26951,1
3674923,2021-01-05,3636,25780,0.5
3674924,2021-01-04,3636,15452,0.25
3674925,2021-01-04,3636,19348,1.5
3674926,2021-01-04,3636,15452,2
3674927,2021-01-05,3636,19348,3.5
3674928,2021-01-05,3636,15452,3.5
3674929,2021-01-06,3636,19348,1
3674930,2021-01-06,3636,15452,1.5
3674931,2021-01-07,3636,19348,3
3674932,2021-01-07,3636,15452,3.5
3674933,2021-01-08,3636,15452,2
3674934,2021-01-08,3636,19348,1.5
3674935,2021-01-15,3636,15452,0.25
3674936,2021-01-15,3636,19348,1.5
3674937,2021-01-15,3636,15452,1.5
3674938,2021-01-06,3636,19348,1
3674939,2021-01-13,3636,19348,0.5
3674940,2021-01-14,3636,19348,2
3674941,2021-01-14,3636,19348,2
3674943,2021-01-14,3636,19348,1.5
3674944,2021-01-14,3636,15452,2
3674945,2021-01-04,3535,20448,7.5
3674946,2021-01-05,3535,20448,7.5
3674947,2021-01-06,3535,20448,7.5
3674948,2021-01-08,3535,20448,7.5
3674949,2021-01-07,3535,20448,7.5
3674950,2021-01-11,3535,20448,7.5
3674951,2021-01-12,3535,20448,7.5
3674952,2021-01-13,3535,20448,7.5
3674953,2021-01-14,3535,20448,7.5
3674954,2021-01-15,3535,20448,7.5
3674988,2021-01-19,5727,18201,7.5
3675138,2021-01-18,5689,21537,7.5
3675139,2021-01-19,5689,15362,9.5
3675140,2021-01-20,5689,15362,7.5
3679128,2021-02-11,5727,18201,7.5
3679152,2021-02-11,3636,15452,0.5
3679153,2021-02-11,3636,15357,0.5
3679154,2021-02-11,3636,15452,0.5
3679155,2021-02-11,3636,26974,0.5
3679160,2021-02-11,3636,19348,0.25
3679161,2021-02-11,3636,26949,0.5
3679164,2021-02-11,3636,19348,0.5
3679169,2021-02-11,3636,15452,1.25
3679186,2021-02-11,3636,19348,1.5
3679194,2021-02-11,3636,19348,1
3679245,2021-02-12,5727,18201,7.5
3679277,2021-02-11,3636,19348,0.5
3679278,2021-02-12,3636,15357,0.5
3679303,2021-02-12,3636,15452,0.5
3679304,2021-02-12,3636,19348,0.5
3679306,2021-02-08,5722,18201,7.5
3679307,2021-02-09,5722,18201,7.5
3679308,2021-02-10,5722,18201,7.5
3679309,2021-02-11,5722,18201,7.5
3679310,2021-02-12,5722,18201,7.5
3679311,2021-02-09,3631,21537,7.5
3679312,2021-02-10,3631,21537,7.5
3653752,2020-09-24,3631,26818,7.5
3653753,2020-09-25,3631,25782,7.5
3653754,2020-09-21,5722,18201,7.5
3653755,2020-09-22,5722,18201,7.5
3653756,2020-09-23,5722,18201,7.5
3653757,2020-09-24,5722,18201,7.5
3653758,2020-09-25,5722,18201,7.5
3653859,2020-09-22,5689,15362,7.5
3653860,2020-09-25,5727,18201,7.5
3653862,2020-09-23,5689,15362,7.5
3653863,2020-09-24,5689,21537,7.5
3653864,2020-09-25,5689,15362,7.5
3654179,2020-09-28,5727,18201,7.5
3654232,2020-09-14,3535,20448,7.5
